Status,From (Envelope),From (Header),To,Subject,Sent Date/Time,IP Address,Attachment,Route,Info,Spam Score,Spam Detection
Archived,<info@research.org>,Info <info@research.org>,<user@example.com>,Project update - Software Update,Thu Sep 11 05:49:28 EDT 2025,172.26.96.106,,outbound,,0,
Archived,<sarah.brown@business.net>,Sarah.Brown <sarah.brown@business.net>,<user@example.com>,Your order confirmation #36371,Wed Sep 03 07:31:07 EDT 2025,10.47.14.128,,inbound,,0,
Archived,<noreply9835@offers.info>,<noreply9835@offers.info>,<user@example.com>,URGENT: Claim your prize NOW!,Mon Sep 15 11:44:20 EDT 2025,211.73.123.68,,outbound,Attempt Greylisted,32,Moderate
Deferred,<noreply7554@promo.biz>,<noreply7554@promo.biz>,<user@example.com>,You have won $8416!,Tue Sep 09 14:51:17 EDT 2025,180.159.55.196,,outbound,IP Found in RBL,45,Moderate
Archived,<sarah.williams@corporate.com>,Sarah.Williams <sarah.williams@corporate.com>,<user@example.com>,Your order confirmation #31473,Thu Sep 04 10:18:09 EDT 2025,127.0.117.217,,outbound,Awaiting indexing,15,
Bounced,<deal598@promo.biz>,<deal598@promo.biz>,<user@example.com>,Congratulations! You are a winner!,Sat Sep 20 05:50:09 EDT 2025,187.180.189.165,,internal,,38,Moderate
Archived,<offers32@marketing.buzz>,<offers32@marketing.buzz>,<user@example.com>,Lose weight quickly with this trick,Thu Aug 28 14:46:50 EDT 2025,204.151.201.243,,inbound,,9,Moderate
Archived,<deal675@marketing.buzz>,<deal675@marketing.buzz>,<user@example.com>,Lose weight quickly with this trick,Fri Sep 26 14:37:33 EDT 2025,191.54.182.56,,outbound,Indexed and archived,31,Moderate
Bounced,<admin.johnson@tech.com>,Admin.Johnson <admin.johnson@tech.com>,<user@example.com>,System maintenance notification,Wed Sep 10 03:47:24 EDT 2025,74.165.135.123,,internal,,0,
Held,<marketing6749@untrusted.biz>,<marketing6749@untrusted.biz>,<user@example.com>,FREE trial - act now!,Fri Sep 26 19:18:28 EDT 2025,219.174.67.117,,outbound,Message Hold Applied - Spam Signature policy,107,Moderate
Deferred,<noreply@tech.com>,Noreply <noreply@tech.com>,<user@example.com>,Welcome to Cloud Service,Tue Sep 09 12:34:56 EDT 2025,127.0.188.191,,internal,Attempt Greylisted,0,
Archived,<john.miller@company.com>,John.Miller <john.miller@company.com>,<user@example.com>,Conference registration confirmed,Sat Sep 27 20:35:17 EDT 2025,10.30.200.129,,inbound,Hard Bounce,13,
Archived,<support.jones@finance.com>,Support.Jones <support.jones@finance.com>,<user@example.com>,Meeting reminder for 2025-09-27,Wed Sep 24 16:11:23 EDT 2025,172.18.11.228,,outbound,IP Found in RBL,0,
Deferred,<deal444@untrusted.biz>,<deal444@untrusted.biz>,<user@example.com>,FREE trial - act now!,Fri Sep 12 22:52:23 EDT 2025,215.111.102.105,,internal,Attempt Greylisted,4,Moderate
Archived,<marketing3240@phishing.com>,<marketing3240@phishing.com>,<user@example.com>,Click here for amazing deals,Mon Sep 08 18:45:07 EDT 2025,191.199.102.228,,internal,Hard Bounce,37,Moderate
Bounced,<support@university.edu>,Support <support@university.edu>,<user@example.com>,Account security notification,Sat Sep 27 23:52:59 EDT 2025,192.168.193.159,,internal,,0,
Archived,<deal843@fake.domain>,<deal843@fake.domain>,<user@example.com>,Make money fast - limited time offer,Mon Sep 08 02:44:27 EDT 2025,206.139.12.126,,outbound,Indexed and archived,2,Moderate
Held,<admin.brown@organization.org>,Admin.Brown <admin.brown@organization.org>,<user@example.com>,Meeting reminder for 2025-09-27,Sat Sep 27 20:58:15 EDT 2025,10.177.56.131,,inbound,Message Hold Applied - Spam Signature policy,0,
Archived,<admin.johnson@university.edu>,Admin.Johnson <admin.johnson@university.edu>,<user@example.com>,Project update - Data Science,Fri Sep 19 20:52:01 EDT 2025,10.148.146.202,,internal,Hard Bounce,0,
Held,<deal574@spam.mail>,<deal574@spam.mail>,<user@example.com>,Click here for amazing deals,Thu Aug 28 10:01:53 EDT 2025,218.168.225.46,,outbound,,128,Moderate
Deferred,<noreply1972@offers.info>,<noreply1972@offers.info>,<user@example.com>,Click here for amazing deals,Sun Aug 31 00:25:06 EDT 2025,199.61.208.46,,internal,,37,Moderate
Bounced,<john.brown@organization.org>,John.Brown <john.brown@organization.org>,<user@example.com>,System maintenance notification,Thu Sep 25 01:16:19 EDT 2025,66.25.27.58,,internal,IP Found in RBL,0,
Bounced,<lisa.jones@institution.edu>,Lisa.Jones <lisa.jones@institution.edu>,<user@example.com>,Meeting reminder for 2025-09-27,Tue Sep 02 15:39:50 EDT 2025,66.247.139.191,,inbound,,0,
Archived,<mike.miller@consulting.com>,Mike.Miller <mike.miller@consulting.com>,<user@example.com>,System maintenance notification,Thu Sep 04 15:12:14 EDT 2025,172.16.232.24,,inbound,Awaiting indexing,0,
Deferred,<jane.miller@university.edu>,Jane.Miller <jane.miller@university.edu>,<user@example.com>,Meeting reminder for 2025-09-27,Fri Aug 29 00:02:57 EDT 2025,127.0.45.179,,inbound,,0,
Archived,<noreply5888@deals.click>,<noreply5888@deals.click>,<user@example.com>,Click here for amazing deals,Sun Sep 07 09:25:29 EDT 2025,200.220.230.125,,outbound,Awaiting indexing,41,Moderate
Archived,<promo567@fake.domain>,<promo567@fake.domain>,<user@example.com>,Click here for amazing deals,Tue Sep 23 03:46:37 EDT 2025,209.147.245.40,,internal,,45,Moderate
Archived,<noreply1794@marketing.buzz>,<noreply1794@marketing.buzz>,<user@example.com>,URGENT: Claim your prize NOW!,Fri Aug 29 12:33:17 EDT 2025,187.220.115.40,,internal,IP Found in RBL,32,Moderate
Archived,<mike.brown@company.com>,Mike.Brown <mike.brown@company.com>,<user@example.com>,Your order confirmation #51933,Fri Aug 29 17:41:48 EDT 2025,74.34.52.12,,inbound,Message Hold Applied - Spam Signature policy,0,
Archived,<noreply1680@spam.mail>,<noreply1680@spam.mail>,<user@example.com>,Exclusive offer just for you,Mon Sep 08 09:12:02 EDT 2025,206.36.129.118,,internal,Message Hold Applied - Spam Signature policy,37,Moderate
Archived,<deal342@scam.net>,<deal342@scam.net>,<user@example.com>,Exclusive offer just for you,Wed Sep 24 12:57:55 EDT 2025,182.166.242.40,,internal,Awaiting indexing,46,Moderate
Deferred,<promo836@fake.domain>,<promo836@fake.domain>,<user@example.com>,Last chance to save big!,Fri Aug 29 13:38:53 EDT 2025,202.239.82.201,,inbound,Awaiting indexing,39,Moderate
Archived,<lisa.brown@business.net>,Lisa.Brown <lisa.brown@business.net>,<user@example.com>,Invoice #90396 from Research Ltd,Wed Sep 03 03:13:17 EDT 2025,10.19.156.38,,outbound,,0,
Held,<marketing7389@phishing.com>,<marketing7389@phishing.com>,<user@example.com>,Congratulations! You are a winner!,Fri Sep 05 11:18:22 EDT 2025,182.207.129.83,,outbound,Hard Bounce,136,Moderate
Deferred,<john.brown@tech.com>,John.Brown <john.brown@tech.com>,<user@example.com>,System maintenance notification,Thu Sep 11 16:34:38 EDT 2025,74.160.222.228,,internal,,0,
Archived,<promo710@suspicious.net>,<promo710@suspicious.net>,<user@example.com>,Make money fast - limited time offer,Thu Sep 11 18:39:01 EDT 2025,191.235.1.204,,internal,Indexed and archived,35,Moderate
Bounced,<john.johnson@yahoo.com>,John.Johnson <john.johnson@yahoo.com>,<user@example.com>,System maintenance notification,Tue Sep 02 14:28:03 EDT 2025,74.145.35.91,,internal,Message Hold Applied - Spam Signature policy,12,
Bounced,<promo482@deals.click>,<promo482@deals.click>,<user@example.com>,FREE trial - act now!,Wed Sep 03 17:32:50 EDT 2025,196.198.166.200,,inbound,Indexed and archived,28,Moderate
Archived,<noreply2592@offers.info>,<noreply2592@offers.info>,<user@example.com>,FREE trial - act now!,Sun Sep 07 08:19:41 EDT 2025,212.193.90.4,,internal,,45,Moderate
Bounced,<deal96@promo.biz>,<deal96@promo.biz>,<user@example.com>,Make money fast - limited time offer,Sat Aug 30 15:31:43 EDT 2025,217.217.191.126,,outbound,,22,Moderate
Bounced,<admin.smith@tech.com>,Admin.Smith <admin.smith@tech.com>,<user@example.com>,Conference registration confirmed,Thu Sep 18 01:15:40 EDT 2025,172.25.237.6,,inbound,Hard Bounce,12,
Held,<david.johnson@company.com>,David.Johnson <david.johnson@company.com>,<user@example.com>,Invoice #54186 from CloudInc,Mon Sep 01 01:05:10 EDT 2025,192.168.234.41,,internal,Attempt Greylisted,0,
Archived,<promo890@fake.domain>,<promo890@fake.domain>,<user@example.com>,Lose weight quickly with this trick,Fri Sep 26 18:18:33 EDT 2025,186.105.130.215,,inbound,,38,Moderate
Archived,<john.smith@institution.edu>,John.Smith <john.smith@institution.edu>,<user@example.com>,Weekly newsletter - Security,Sat Aug 30 01:50:40 EDT 2025,10.181.228.160,,internal,Message Hold Applied - Spam Signature policy,0,
Held,<admin@university.edu>,Admin <admin@university.edu>,<user@example.com>,Monthly report - September,Sun Sep 07 06:39:26 EDT 2025,66.161.79.250,,internal,,0,
Archived,<contact@outlook.com>,Contact <contact@outlook.com>,<user@example.com>,Welcome to LinkedIn,Tue Sep 23 09:00:59 EDT 2025,66.104.158.166,,inbound,IP Found in RBL,3,
Archived,<info@research.org>,Info <info@research.org>,<user@example.com>,Invoice #60116 from TechCorp,Fri Aug 29 13:47:37 EDT 2025,10.25.161.195,,inbound,Hard Bounce,0,
Archived,<deal454@fake.domain>,<deal454@fake.domain>,<user@example.com>,Congratulations! You are a winner!,Thu Sep 18 23:19:03 EDT 2025,199.38.69.28,,outbound,,21,Moderate
Archived,<noreply1897@fake.domain>,<noreply1897@fake.domain>,<user@example.com>,URGENT: Claim your prize NOW!,Mon Sep 22 09:29:57 EDT 2025,205.229.100.249,,internal,,14,Moderate
Archived,<deal291@scam.net>,<deal291@scam.net>,<user@example.com>,Congratulations! You are a winner!,Tue Sep 02 07:31:30 EDT 2025,210.234.202.48,,outbound,Hard Bounce,11,Moderate
Archived,<deal684@promo.biz>,<deal684@promo.biz>,<user@example.com>,Make money fast - limited time offer,Wed Sep 03 23:32:09 EDT 2025,207.250.28.41,,outbound,IP Found in RBL,30,Moderate
Bounced,<deal320@marketing.buzz>,<deal320@marketing.buzz>,<user@example.com>,Last chance to save big!,Mon Sep 22 14:22:25 EDT 2025,185.186.3.76,,outbound,Message Hold Applied - Spam Signature policy,10,Moderate
Bounced,<deal74@fake.domain>,<deal74@fake.domain>,<user@example.com>,You have won $4620!,Sat Sep 13 02:24:22 EDT 2025,205.158.50.162,,outbound,,35,Moderate
Held,<john.williams@yahoo.com>,John.Williams <john.williams@yahoo.com>,<user@example.com>,Weekly newsletter - AI Research,Thu Sep 04 15:32:26 EDT 2025,127.0.2.30,,outbound,Message Hold Applied - Spam Signature policy,15,
Bounced,<support.smith@company.com>,Support.Smith <support.smith@company.com>,<user@example.com>,Invoice #98291 from TechCorp,Sun Sep 21 15:34:37 EDT 2025,10.85.84.76,,internal,,0,
Archived,<admin.johnson@research.org>,Admin.Johnson <admin.johnson@research.org>,<user@example.com>,Monthly report - September,Mon Sep 01 01:21:54 EDT 2025,172.17.202.23,,inbound,,0,
Archived,<lisa.jones@institution.edu>,Lisa.Jones <lisa.jones@institution.edu>,<user@example.com>,Welcome to GitHub,Wed Sep 17 16:40:32 EDT 2025,172.21.212.126,,inbound,IP Found in RBL,7,
Held,<mike.jones@outlook.com>,Mike.Jones <mike.jones@outlook.com>,<user@example.com>,Project update - Software Update,Sun Aug 31 21:37:42 EDT 2025,127.0.142.29,,internal,,0,
Archived,<jane.williams@business.net>,Jane.Williams <jane.williams@business.net>,<user@example.com>,Your order confirmation #59525,Wed Sep 03 20:54:49 EDT 2025,172.25.120.180,,inbound,Awaiting indexing,0,
Bounced,<lisa.miller@consulting.com>,Lisa.Miller <lisa.miller@consulting.com>,<user@example.com>,Invoice #24277 from CloudInc,Fri Aug 29 11:25:35 EDT 2025,192.168.153.251,,outbound,Attempt Greylisted,0,
Archived,<jane.brown@finance.com>,Jane.Brown <jane.brown@finance.com>,<user@example.com>,Monthly report - September,Thu Sep 04 20:30:14 EDT 2025,74.75.185.8,,outbound,Awaiting indexing,0,
Held,<contact@company.com>,Contact <contact@company.com>,<user@example.com>,System maintenance notification,Tue Sep 02 04:06:30 EDT 2025,172.27.143.149,,outbound,Message Hold Applied - Spam Signature policy,7,
Held,<john.garcia@company.com>,John.Garcia <john.garcia@company.com>,<user@example.com>,Invoice #49801 from CloudInc,Sat Sep 13 18:22:22 EDT 2025,192.168.88.163,,internal,IP Found in RBL,11,
Archived,<promo292@fake.domain>,<promo292@fake.domain>,<user@example.com>,You have won $7981!,Sun Aug 31 12:13:38 EDT 2025,185.101.183.162,,internal,,32,Moderate
Bounced,<offers76@malicious.org>,<offers76@malicious.org>,<user@example.com>,Secret method to earn $6793,Thu Sep 18 15:06:34 EDT 2025,185.173.240.124,,inbound,IP Found in RBL,28,Moderate
Bounced,<noreply8228@untrusted.biz>,<noreply8228@untrusted.biz>,<user@example.com>,Make money fast - limited time offer,Wed Sep 17 13:13:52 EDT 2025,198.211.72.15,,inbound,IP Found in RBL,7,Moderate
Held,<admin.jones@outlook.com>,Admin.Jones <admin.jones@outlook.com>,<user@example.com>,Invoice #69629 from DataSoft,Sun Sep 21 05:51:51 EDT 2025,127.0.52.17,,outbound,Message Hold Applied - Spam Signature policy,0,
Archived,<john.brown@outlook.com>,John.Brown <john.brown@outlook.com>,<user@example.com>,Conference registration confirmed,Wed Sep 24 11:27:37 EDT 2025,127.0.207.248,Has Attachment,inbound,,4,
Bounced,<lisa.williams@consulting.com>,Lisa.Williams <lisa.williams@consulting.com>,<user@example.com>,Project update - Security,Fri Sep 12 21:06:22 EDT 2025,66.164.174.101,,inbound,Message Hold Applied - Spam Signature policy,0,
Archived,<marketing5499@untrusted.biz>,<marketing5499@untrusted.biz>,<user@example.com>,You have won $2558!,Tue Sep 23 04:55:47 EDT 2025,183.5.197.99,,internal,,40,Moderate
Bounced,<david.williams@university.edu>,David.Williams <david.williams@university.edu>,<user@example.com>,Welcome to LinkedIn,Sun Sep 21 09:09:00 EDT 2025,74.188.120.218,,inbound,,0,
Archived,<john.garcia@institution.edu>,John.Garcia <john.garcia@institution.edu>,<user@example.com>,Monthly report - September,Tue Sep 23 03:05:27 EDT 2025,192.168.68.100,,outbound,Attempt Greylisted,10,
Archived,<jane.brown@consulting.com>,Jane.Brown <jane.brown@consulting.com>,<user@example.com>,Invoice #39445 from Research Ltd,Tue Sep 02 13:44:10 EDT 2025,192.168.140.97,,outbound,Indexed and archived,0,
Bounced,<offers40@suspicious.net>,<offers40@suspicious.net>,<user@example.com>,Exclusive offer just for you,Sun Sep 21 09:33:35 EDT 2025,184.178.69.102,Has Attachment,outbound,,36,Moderate
Bounced,<promo858@marketing.buzz>,<promo858@marketing.buzz>,<user@example.com>,Click here for amazing deals,Thu Sep 18 03:42:29 EDT 2025,203.97.110.218,,outbound,Indexed and archived,15,Moderate
Deferred,<marketing1877@malicious.org>,<marketing1877@malicious.org>,<user@example.com>,Exclusive offer just for you,Thu Sep 25 01:48:12 EDT 2025,188.206.27.101,,outbound,,36,Moderate
Archived,<noreply1555@scam.net>,<noreply1555@scam.net>,<user@example.com>,Secret method to earn $3776,Sun Aug 31 16:34:13 EDT 2025,183.155.5.70,,outbound,Awaiting indexing,31,Moderate
Bounced,<sarah.smith@yahoo.com>,Sarah.Smith <sarah.smith@yahoo.com>,<user@example.com>,Weekly newsletter - Data Science,Tue Sep 09 01:49:22 EDT 2025,192.168.196.141,,internal,Attempt Greylisted,0,
Archived,<promo498@offers.info>,<promo498@offers.info>,<user@example.com>,Last chance to save big!,Wed Sep 24 01:06:43 EDT 2025,216.91.207.226,,outbound,,12,Moderate
Archived,<deal29@offers.info>,<deal29@offers.info>,<user@example.com>,Make money fast - limited time offer,Tue Sep 09 20:11:44 EDT 2025,188.35.14.225,,internal,,18,Moderate
Archived,<contact@institution.edu>,Contact <contact@institution.edu>,<user@example.com>,Welcome to University Portal,Thu Sep 18 07:11:51 EDT 2025,10.20.72.90,,inbound,,0,
Bounced,<noreply7781@suspicious.net>,<noreply7781@suspicious.net>,<user@example.com>,Last chance to save big!,Fri Aug 29 03:12:21 EDT 2025,194.247.133.184,,inbound,Hard Bounce,10,Moderate
Held,<support.smith@consulting.com>,Support.Smith <support.smith@consulting.com>,<user@example.com>,Your order confirmation #84542,Tue Sep 09 05:20:30 EDT 2025,127.0.216.168,,inbound,,0,
Bounced,<jane.miller@consulting.com>,Jane.Miller <jane.miller@consulting.com>,<user@example.com>,Project update - Security,Fri Sep 12 01:11:44 EDT 2025,192.168.99.234,,inbound,,0,
Archived,<marketing272@suspicious.net>,<marketing272@suspicious.net>,<user@example.com>,Lose weight quickly with this trick,Wed Sep 10 06:53:11 EDT 2025,181.196.201.247,,inbound,Message Hold Applied - Spam Signature policy,41,Moderate
Bounced,<promo963@phishing.com>,<promo963@phishing.com>,<user@example.com>,Make money fast - limited time offer,Fri Sep 05 16:38:10 EDT 2025,194.14.124.211,,inbound,Message Hold Applied - Spam Signature policy,37,Moderate
Bounced,<support.smith@outlook.com>,Support.Smith <support.smith@outlook.com>,<user@example.com>,Your order confirmation #28442,Thu Sep 11 15:42:25 EDT 2025,192.168.4.190,,outbound,,0,
Bounced,<promo720@scam.net>,<promo720@scam.net>,<user@example.com>,FREE trial - act now!,Mon Sep 01 18:39:04 EDT 2025,192.235.135.83,,inbound,Awaiting indexing,30,Moderate
Archived,<lisa.miller@institution.edu>,Lisa.Miller <lisa.miller@institution.edu>,<user@example.com>,Project update - Software Update,Sat Sep 06 07:13:16 EDT 2025,66.96.143.168,,internal,,1,
Bounced,<support.smith@tech.com>,Support.Smith <support.smith@tech.com>,<user@example.com>,Meeting reminder for 2025-09-27,Sat Sep 20 02:21:38 EDT 2025,127.0.179.3,,internal,,6,
Held,<noreply6416@scam.net>,<noreply6416@scam.net>,<user@example.com>,Exclusive offer just for you,Wed Sep 10 07:23:12 EDT 2025,188.71.121.135,,outbound,Awaiting indexing,35,Moderate
Archived,<support.williams@organization.org>,Support.Williams <support.williams@organization.org>,<user@example.com>,Weekly newsletter - Security,Wed Sep 10 22:05:51 EDT 2025,192.168.100.74,,outbound,,0,
Held,<noreply@research.org>,Noreply <noreply@research.org>,<user@example.com>,Weekly newsletter - Data Science,Fri Sep 05 13:04:54 EDT 2025,66.123.70.201,,internal,Hard Bounce,0,
Held,<support@corporate.com>,Support <support@corporate.com>,<user@example.com>,Meeting reminder for 2025-09-27,Fri Sep 05 18:01:49 EDT 2025,172.31.137.168,,inbound,Hard Bounce,6,
Deferred,<lisa.smith@consulting.com>,Lisa.Smith <lisa.smith@consulting.com>,<user@example.com>,Your order confirmation #19067,Thu Sep 04 19:23:58 EDT 2025,10.69.71.107,,internal,Attempt Greylisted,0,
Held,<support.brown@tech.com>,Support.Brown <support.brown@tech.com>,<user@example.com>,Welcome to University Portal,Sun Aug 31 03:32:32 EDT 2025,192.168.189.97,,internal,Hard Bounce,6,
Held,<john.miller@outlook.com>,John.Miller <john.miller@outlook.com>,<user@example.com>,Your order confirmation #66700,Thu Sep 18 23:23:44 EDT 2025,127.0.133.245,,outbound,Hard Bounce,0,
Archived,<contact@company.com>,Contact <contact@company.com>,<user@example.com>,Meeting reminder for 2025-09-27,Mon Sep 22 03:41:12 EDT 2025,10.146.10.178,Has Attachment,internal,,0,
Held,<deal684@offers.info>,<deal684@offers.info>,<user@example.com>,URGENT: Claim your prize NOW!,Wed Sep 10 13:04:37 EDT 2025,186.227.219.63,,outbound,,115,Moderate
Deferred,<lisa.jones@consulting.com>,Lisa.Jones <lisa.jones@consulting.com>,<user@example.com>,Meeting reminder for 2025-09-27,Fri Sep 26 09:41:31 EDT 2025,192.168.61.207,,outbound,Attempt Greylisted,2,
Archived,<promo463@phishing.com>,<promo463@phishing.com>,<user@example.com>,Congratulations! You are a winner!,Mon Sep 01 21:00:52 EDT 2025,191.58.86.38,,outbound,,32,Moderate
Bounced,<contact@yahoo.com>,Contact <contact@yahoo.com>,<user@example.com>,Welcome to GitHub,Thu Sep 25 00:09:29 EDT 2025,66.231.134.23,,outbound,Awaiting indexing,0,
Archived,<deal470@deals.click>,<deal470@deals.click>,<user@example.com>,Congratulations! You are a winner!,Thu Sep 11 10:46:17 EDT 2025,192.67.203.165,,internal,Message Hold Applied - Spam Signature policy,40,Moderate
Archived,<noreply8812@deals.click>,<noreply8812@deals.click>,<user@example.com>,Lose weight quickly with this trick,Fri Sep 19 14:06:24 EDT 2025,205.208.226.39,,outbound,Message Hold Applied - Spam Signature policy,48,Moderate
Archived,<info.miller@yahoo.com>,Info.Miller <info.miller@yahoo.com>,<user@example.com>,Project update - Software Update,Thu Sep 25 04:37:22 EDT 2025,66.170.129.27,,outbound,,0,
Archived,<offers15@fake.domain>,<offers15@fake.domain>,<user@example.com>,Lose weight quickly with this trick,Sun Sep 21 14:45:23 EDT 2025,185.66.61.96,,internal,Hard Bounce,28,Moderate
Archived,<david.brown@tech.com>,David.Brown <david.brown@tech.com>,<user@example.com>,Invoice #17391 from Research Ltd,Thu Sep 18 18:00:36 EDT 2025,127.0.28.156,,outbound,Indexed and archived,0,
Held,<david.smith@organization.org>,David.Smith <david.smith@organization.org>,<user@example.com>,Meeting reminder for 2025-09-27,Sat Sep 27 17:16:24 EDT 2025,172.27.153.220,,internal,,14,
Bounced,<offers18@spam.mail>,<offers18@spam.mail>,<user@example.com>,URGENT: Claim your prize NOW!,Thu Sep 25 22:20:08 EDT 2025,191.157.7.226,,outbound,Indexed and archived,31,Moderate
Bounced,<deal152@marketing.buzz>,<deal152@marketing.buzz>,<user@example.com>,You have won $3138!,Fri Sep 26 18:19:14 EDT 2025,196.45.48.7,,inbound,Indexed and archived,44,Moderate
Bounced,<info.brown@corporate.com>,Info.Brown <info.brown@corporate.com>,<user@example.com>,Your order confirmation #97743,Thu Aug 28 14:09:13 EDT 2025,127.0.26.164,,outbound,Attempt Greylisted,0,
Bounced,<lisa.johnson@organization.org>,Lisa.Johnson <lisa.johnson@organization.org>,<user@example.com>,Account security notification,Sun Sep 07 23:39:36 EDT 2025,192.168.249.75,,inbound,IP Found in RBL,0,
Archived,<info.miller@institution.edu>,Info.Miller <info.miller@institution.edu>,<user@example.com>,Invoice #44490 from TechCorp,Fri Aug 29 09:19:47 EDT 2025,66.207.13.146,,internal,Message Hold Applied - Spam Signature policy,6,
Bounced,<info@gmail.com>,Info <info@gmail.com>,<user@example.com>,Meeting reminder for 2025-09-27,Thu Sep 11 09:21:17 EDT 2025,66.83.170.166,,outbound,Message Hold Applied - Spam Signature policy,0,
Held,<info.smith@corporate.com>,Info.Smith <info.smith@corporate.com>,<user@example.com>,System maintenance notification,Fri Aug 29 10:03:22 EDT 2025,192.168.47.118,,internal,,0,
Archived,<deal645@malicious.org>,<deal645@malicious.org>,<user@example.com>,Secret method to earn $4108,Mon Sep 15 17:14:19 EDT 2025,182.40.225.27,,internal,IP Found in RBL,34,Moderate
Bounced,<promo498@untrusted.biz>,<promo498@untrusted.biz>,<user@example.com>,Click here for amazing deals,Sun Sep 21 00:39:27 EDT 2025,206.222.112.234,,internal,,27,Moderate
Archived,<noreply9076@spam.mail>,<noreply9076@spam.mail>,<user@example.com>,Click here for amazing deals,Wed Sep 17 20:18:12 EDT 2025,206.48.207.57,,outbound,,14,Moderate
Archived,<promo668@promo.biz>,<promo668@promo.biz>,<user@example.com>,Last chance to save big!,Fri Sep 12 06:59:46 EDT 2025,215.7.228.9,,outbound,IP Found in RBL,39,Moderate
Bounced,<info.miller@organization.org>,Info.Miller <info.miller@organization.org>,<user@example.com>,Conference registration confirmed,Thu Sep 11 21:32:19 EDT 2025,192.168.111.83,Has Attachment,outbound,IP Found in RBL,0,
Archived,<offers44@marketing.buzz>,<offers44@marketing.buzz>,<user@example.com>,Lose weight quickly with this trick,Sat Sep 20 08:24:39 EDT 2025,213.154.134.68,,inbound,Hard Bounce,16,Moderate
Held,<info@corporate.com>,Info <info@corporate.com>,<user@example.com>,Monthly report - September,Sat Sep 06 11:33:18 EDT 2025,192.168.10.53,,inbound,Indexed and archived,0,
Archived,<admin.smith@tech.com>,Admin.Smith <admin.smith@tech.com>,<user@example.com>,Project update - Security,Wed Sep 17 22:23:23 EDT 2025,66.25.140.24,,internal,,15,
Archived,<mike.williams@business.net>,Mike.Williams <mike.williams@business.net>,<user@example.com>,Weekly newsletter - Data Science,Wed Sep 03 22:00:52 EDT 2025,74.23.11.14,,inbound,,0,
Archived,<deal607@spam.mail>,<deal607@spam.mail>,<user@example.com>,Click here for amazing deals,Tue Sep 16 04:31:21 EDT 2025,193.24.114.126,,inbound,Message Hold Applied - Spam Signature policy,29,Moderate
Archived,<offers36@spam.mail>,<offers36@spam.mail>,<user@example.com>,Lose weight quickly with this trick,Wed Sep 10 17:38:04 EDT 2025,219.16.7.195,,inbound,,11,Moderate
Archived,<deal385@promo.biz>,<deal385@promo.biz>,<user@example.com>,Congratulations! You are a winner!,Tue Sep 16 21:37:23 EDT 2025,210.140.121.76,,inbound,IP Found in RBL,20,Moderate
Archived,<mike.miller@corporate.com>,Mike.Miller <mike.miller@corporate.com>,<user@example.com>,Conference registration confirmed,Fri Sep 26 21:47:56 EDT 2025,74.143.218.245,,inbound,Indexed and archived,0,
Bounced,<info.garcia@university.edu>,Info.Garcia <info.garcia@university.edu>,<user@example.com>,System maintenance notification,Fri Sep 05 16:44:51 EDT 2025,172.30.23.79,,internal,Attempt Greylisted,0,
Archived,<info.brown@gmail.com>,Info.Brown <info.brown@gmail.com>,<user@example.com>,Meeting reminder for 2025-09-27,Fri Aug 29 18:34:23 EDT 2025,172.20.158.115,,inbound,Hard Bounce,7,
Held,<support.williams@university.edu>,Support.Williams <support.williams@university.edu>,<user@example.com>,System maintenance notification,Sat Sep 20 03:05:00 EDT 2025,10.19.185.19,,outbound,Hard Bounce,10,
Bounced,<marketing9190@promo.biz>,<marketing9190@promo.biz>,<user@example.com>,Congratulations! You are a winner!,Fri Sep 26 16:42:35 EDT 2025,191.60.38.61,,inbound,Awaiting indexing,38,Moderate
Archived,<offers97@spam.mail>,<offers97@spam.mail>,<user@example.com>,Exclusive offer just for you,Sun Sep 21 02:30:25 EDT 2025,214.169.27.15,,inbound,,42,Moderate
Archived,<marketing929@scam.net>,<marketing929@scam.net>,<user@example.com>,Make money fast - limited time offer,Thu Sep 25 08:11:14 EDT 2025,208.92.113.244,,internal,,49,Moderate
Bounced,<noreply4797@scam.net>,<noreply4797@scam.net>,<user@example.com>,Congratulations! You are a winner!,Fri Sep 05 08:53:32 EDT 2025,209.101.95.115,,internal,,5,Moderate
Deferred,<deal951@spam.mail>,<deal951@spam.mail>,<user@example.com>,You have won $9237!,Mon Sep 15 08:09:04 EDT 2025,193.112.14.229,,inbound,Attempt Greylisted,11,Moderate
Archived,<info@tech.com>,Info <info@tech.com>,<user@example.com>,Account security notification,Fri Sep 05 10:05:24 EDT 2025,192.168.141.170,Has Attachment,internal,Indexed and archived,0,
Archived,<marketing7639@suspicious.net>,<marketing7639@suspicious.net>,<user@example.com>,Congratulations! You are a winner!,Fri Sep 05 19:37:02 EDT 2025,220.158.119.152,,outbound,Awaiting indexing,37,Moderate
Archived,<support.smith@yahoo.com>,Support.Smith <support.smith@yahoo.com>,<user@example.com>,Monthly report - September,Fri Aug 29 08:44:37 EDT 2025,127.0.18.109,,internal,Awaiting indexing,0,
Archived,<info.williams@finance.com>,Info.Williams <info.williams@finance.com>,<user@example.com>,Project update - Security,Thu Aug 28 17:59:53 EDT 2025,172.20.120.157,,inbound,Hard Bounce,5,
Archived,<admin.jones@research.org>,Admin.Jones <admin.jones@research.org>,<user@example.com>,System maintenance notification,Thu Sep 25 12:43:50 EDT 2025,74.252.126.52,,inbound,Hard Bounce,0,
